Time,Time Varying Load 671.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadB.P_measured,Time Varying Load 671.Single phase time-varying loadA1.P_measured,Time Varying Load 671.Single phase time-varying loadA2.P_measured,Time Varying Load 675.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadC.P_measured
19.25,0.0,0.0,0.0,0.0,0.0,0.0
19.5,0.0,0.0,0.0,0.0,0.0,0.0
19.75,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.0,0.0,0.0,0.0,0.0,0.0
20.25,0.0,0.0,0.0,0.0,0.0,0.0
20.5,0.0,0.0,0.0,0.0,0.0,0.0
20.75,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0
21.25,0.0,0.0,0.0,0.0,0.0,0.0
21.5,0.0,0.0,0.0,0.0,0.0,0.0
21.75,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0
22.25,0.0,0.0,0.0,0.0,0.0,0.0
22.5,0.0,0.0,0.0,0.0,0.0,0.0
22.75,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0
23.25,0.0,0.0,0.0,0.0,0.0,0.0
23.5,0.0,0.0,0.0,0.0,0.0,0.0
23.75,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0
24.25,0.0,0.0,0.0,0.0,0.0,0.0
24.5,0.0,0.0,0.0,0.0,0.0,0.0
24.75,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0
25.25,0.0,0.0,0.0,0.0,0.0,0.0
25.5,0.0,0.0,0.0,0.0,0.0,0.0
25.75,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0
26.25,0.0,0.0,0.0,0.0,0.0,0.0
26.5,0.0,0.0,0.0,0.0,0.0,0.0
26.75,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,0.0,0.0
27.25,0.0,0.0,0.0,0.0,0.0,0.0
27.5,0.0,0.0,0.0,0.0,0.0,0.0
27.75,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0
28.25,0.0,0.0,0.0,0.0,0.0,0.0
28.5,0.0,0.0,0.0,0.0,0.0,0.0
28.75,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0
29.25,0.0,0.0,0.0,0.0,0.0,0.0
29.5,0.0,0.0,0.0,0.0,0.0,0.0
29.75,0.0,0.0,0.0,0.0,0.0,0.0
30.0,0.0,0.0,0.0,0.0,0.0,0.0
30.25,0.0,0.0,0.0,0.0,0.0,0.0
30.5,0.0,0.0,0.0,0.0,0.0,0.0
30.75,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0
31.25,0.0,0.0,0.0,0.0,0.0,0.0
31.5,0.0,0.0,0.0,0.0,0.0,0.0
31.75,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0.0,0.0,0.0,0.0,0.0,0.0
32.25,0.0,0.0,0.0,0.0,0.0,0.0
32.5,0.0,0.0,0.0,0.0,0.0,0.0
32.75,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,0.0,0.0,0.0,0.0
33.25,0.0,0.0,0.0,0.0,0.0,0.0
33.5,0.0,0.0,0.0,0.0,0.0,0.0
33.75,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.0,0.0,0.0,0.0,0.0,0.0
34.25,0.0,0.0,0.0,0.0,0.0,0.0
34.5,0.0,0.0,0.0,0.0,0.0,0.0
34.75,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,0.0,0.0,0.0,0.0
35.25,0.0,0.0,0.0,0.0,0.0,0.0
35.5,0.0,0.0,0.0,0.0,0.0,0.0
35.75,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0.0,0.0,0.0,0.0,0.0,0.0
36.25,0.0,0.0,0.0,0.0,0.0,0.0
36.5,0.0,0.0,0.0,0.0,0.0,0.0
36.75,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0.0,0.0,0.0,0.0,0.0,0.0
37.25,0.0,0.0,0.0,0.0,0.0,0.0
37.5,0.0,0.0,0.0,0.0,0.0,0.0
37.75,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0
38.25,0.0,0.0,0.0,0.0,0.0,0.0
38.5,0.0,0.0,0.0,0.0,0.0,0.0
38.75,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,0.0,0.0,0.0,0.0,0.0
39.25,0.0,0.0,0.0,0.0,0.0,0.0
39.5,0.0,0.0,0.0,0.0,0.0,0.0
39.75,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0
40.25,0.0,0.0,0.0,0.0,0.0,0.0
40.5,0.0,0.0,0.0,0.0,0.0,0.0
40.75,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,0.0,0.0,0.0,0.0,0.0
41.25,0.0,0.0,0.0,0.0,0.0,0.0
41.5,0.0,0.0,0.0,0.0,0.0,0.0
41.75,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0
42.25,0.0,0.0,0.0,0.0,0.0,0.0
42.5,0.0,0.0,0.0,0.0,0.0,0.0
42.75,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0.0,0.0,0.0,0.0,0.0,0.0
43.25,0.0,0.0,0.0,0.0,0.0,0.0
43.5,0.0,0.0,0.0,0.0,0.0,0.0
43.75,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,0.0,0.0,0.0,0.0,0.0
44.25,0.0,0.0,0.0,0.0,0.0,0.0
44.5,0.0,0.0,0.0,0.0,0.0,0.0
44.75,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,0.0,0.0,0.0,0.0,0.0
45.25,0.0,0.0,0.0,0.0,0.0,0.0
45.5,0.0,0.0,0.0,0.0,0.0,0.0
45.75,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0
46.25,0.0,0.0,0.0,0.0,0.0,0.0
46.5,0.0,0.0,0.0,0.0,0.0,0.0
46.75,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,0.0,0.0,0.0,0.0,0.0
47.25,0.0,0.0,0.0,0.0,0.0,0.0
47.5,0.0,0.0,0.0,0.0,0.0,0.0
47.75,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,0.0,0.0,0.0,0.0,0.0
48.25,0.0,0.0,0.0,0.0,0.0,0.0
48.5,0.0,0.0,0.0,0.0,0.0,0.0
48.75,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,0.0,0.0,0.0,0.0,0.0
49.25,0.0,0.0,0.0,0.0,0.0,0.0
49.5,0.0,0.0,0.0,0.0,0.0,0.0
49.75,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,0.0,0.0,0.0,0.0,0.0
50.25,0.0,0.0,0.0,0.0,0.0,0.0
50.5,0.0,0.0,0.0,0.0,0.0,0.0
50.75,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,0.0,0.0,0.0,0.0,0.0
51.25,0.0,0.0,0.0,0.0,0.0,0.0
51.5,0.0,0.0,0.0,0.0,0.0,0.0
51.75,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,0.0,0.0,0.0,0.0,0.0
52.25,0.0,0.0,0.0,0.0,0.0,0.0
52.5,0.0,0.0,0.0,0.0,0.0,0.0
52.75,0.0,0.0,0.0,0.0,0.0,0.0
53.0,0.0,0.0,0.0,0.0,0.0,0.0
53.25,0.0,0.0,0.0,0.0,0.0,0.0
53.5,0.0,0.0,0.0,0.0,0.0,0.0
53.75,0.0,0.0,0.0,0.0,0.0,0.0
54.0,0.0,0.0,0.0,0.0,0.0,0.0
54.25,0.0,0.0,0.0,0.0,0.0,0.0
54.5,0.0,0.0,0.0,0.0,0.0,0.0
54.75,0.0,0.0,0.0,0.0,0.0,0.0
55.0,0.0,0.0,0.0,0.0,0.0,0.0
55.25,0.0,0.0,0.0,0.0,0.0,0.0
55.5,0.0,0.0,0.0,0.0,0.0,0.0
55.75,108024.3515625,24007.501953125,98035.0078125,108026.453125,130025.34375,72008.1171875
56.0,108025.265625,24007.48828125,98034.890625,108026.2734375,130025.6796875,72023.0546875
56.25,108025.265625,24007.486328125,98034.9453125,108026.328125,130025.578125,72023.1796875
56.5,108025.296875,24007.50390625,98034.9765625,108026.421875,130025.6171875,72023.2265625
56.75,108025.390625,24007.50390625,98035.0,107998.5625,130025.90625,72023.265625
57.0,108025.234375,24007.53515625,97996.09375,108026.3125,130025.3359375,72023.2578125
57.25,107971.4140625,23964.775390625,97823.640625,107956.328125,130022.8125,71900.7578125
57.5,108025.1640625,24007.501953125,98034.9765625,108026.25,130025.4375,72023.2734375
57.75,104024.328125,24007.490234375,105037.4765625,101024.7421875,132025.984375,78025.1875
58.0,104024.3046875,24007.4921875,105037.4765625,101024.75,132026.0,78025.1953125
58.25,103969.2109375,24007.53125,105037.5546875,101024.859375,132026.4375,77999.5625
58.5,104024.328125,24007.486328125,105037.4375,101024.625,132025.96875,78025.1015625
58.75,104024.4453125,24007.501953125,105037.5078125,100998.6484375,132026.296875,78025.203125
59.0,104024.375,24007.501953125,105037.4765625,100996.3984375,132026.046875,78025.171875
59.25,104024.28125,24007.53515625,104995.8203125,101024.5859375,132025.671875,78025.1875
59.5,103974.0390625,23964.71875,104796.03125,100959.9609375,131956.0,77892.4296875
59.75,104024.2265625,22006.875,104037.109375,102024.796875,132025.828125,76024.5625
60.0,104024.328125,22006.8671875,104037.1171875,102024.984375,132026.0,76024.546875
60.25,104023.65625,22006.87109375,104037.1640625,102025.015625,132025.921875,76008.625
60.5,104023.9609375,22006.8515625,104037.125,102024.984375,132025.5,75999.59375
60.75,104024.3359375,22006.86328125,104037.078125,102024.859375,132025.984375,76024.4609375
61.0,104024.359375,22006.876953125,104037.125,102024.953125,132026.0,76024.5234375
61.25,104024.375,22006.876953125,104037.125,101996.3671875,132026.046875,76024.5234375
61.5,104024.28125,22006.90625,103995.8671875,102024.8203125,132025.65625,76024.5390625
61.75,106971.8046875,24963.302734375,101816.4296875,104957.7109375,127022.46875,73897.9609375
62.0,107024.9453125,25007.80859375,102036.3984375,105025.5625,127024.8984375,74023.921875
62.25,107025.0,25007.8046875,102036.4140625,105025.7265625,127025.0234375,74023.9140625
62.5,107025.0234375,25007.80859375,102036.4140625,105025.7109375,127025.0,74023.8984375
62.75,106968.328125,25007.845703125,102036.4921875,105025.8515625,127025.4375,73999.6015625
63.0,107024.6484375,25007.7890625,102036.3046875,105025.5546875,127024.7265625,74023.6796875
63.25,107025.140625,25007.814453125,102036.4296875,104998.609375,127025.3203125,74023.9140625
63.5,107025.1171875,25007.814453125,102036.421875,104996.3359375,127025.203125,74023.890625
63.75,102023.8046875,21006.59375,106995.7578125,100024.34375,131025.46875,80025.8359375
64.0,101974.515625,20969.119140625,106792.109375,99960.3671875,130956.3359375,79889.6484375
64.25,102023.7578125,21006.560546875,107038.1796875,100024.3046875,131025.6171875,80025.859375
64.5,102023.859375,21006.5546875,107038.1875,100024.4921875,131025.796875,80025.8359375
64.75,102023.203125,21006.556640625,107038.234375,100024.5234375,131025.71875,80009.0859375
65.0,101969.796875,21006.587890625,107038.28125,100024.625,131026.2265625,79999.578125
65.25,102023.8671875,21006.552734375,107038.1484375,100024.375,131025.78125,80025.75
65.5,102023.8828125,21006.564453125,107038.1953125,100024.4609375,131025.8046875,80025.8125
65.75,104024.4453125,22006.87890625,107038.203125,101998.625,129025.7109375,80025.84375
66.0,104024.2734375,22006.908203125,106995.7734375,102024.828125,129025.078125,80025.8359375
66.25,103974.0234375,21967.654296875,106792.1484375,101959.578125,128956.984375,79889.640625
66.5,104024.2265625,22006.873046875,107038.1796875,102024.7890625,129025.234375,80025.859375
66.75,104024.328125,22006.8671875,107038.1875,102024.984375,129025.40625,80025.84375
67.0,104023.65625,22006.873046875,107038.203125,102024.96875,129025.3828125,80025.8359375
67.25,103969.21875,22006.90234375,107038.28125,102025.1171875,129025.84375,79999.609375
67.5,104023.953125,22006.853515625,107038.1875,102024.9609375,129024.8984375,79999.578125
67.75,104024.3515625,21006.564453125,106037.8359375,103025.1953125,130025.609375,81026.1328125
68.0,104024.453125,21006.56640625,106037.8515625,102998.6171875,130025.890625,81026.171875
68.25,104024.3203125,20999.91015625,105995.828125,103025.109375,130025.359375,81026.15625
68.5,104024.296875,20999.91015625,105995.8125,103025.046875,130025.265625,81026.140625
68.75,104023.703125,21006.572265625,106037.84375,103024.9765625,130023.984375,81026.1953125
69.0,103969.2109375,21006.5859375,106037.921875,103025.3671875,130026.0234375,81009.1953125
69.25,104023.6484375,21006.55859375,106037.84375,103025.21875,130025.609375,81026.1640625
69.5,104023.9609375,21006.5390625,106037.8359375,103025.234375,130025.109375,80999.5703125
69.75,105024.5703125,22006.8671875,103036.703125,105025.578125,127025.0390625,77024.734375
70.0,105024.671875,22006.876953125,103036.78125,104998.6015625,127025.3203125,77024.8828125
70.25,105024.6484375,22006.87890625,103036.765625,104996.328125,127025.1796875,77024.859375
70.5,105024.7890625,21999.8984375,102995.9609375,105025.8203125,127025.4609375,77024.90625
70.75,104972.328125,21967.701171875,102799.9140625,104957.7109375,127022.4609375,76893.8203125
71.0,104972.3671875,21972.560546875,102814.625,104957.7734375,127022.796875,76893.8515625
71.25,105024.5390625,22006.8671875,103036.7578125,105025.7265625,127025.0234375,77024.8828125
71.5,105023.8828125,22006.873046875,103036.7734375,105025.703125,127025.0,77024.8671875
71.75,106968.3671875,22006.904296875,105037.5703125,104025.609375,127025.4453125,77999.6171875
72.0,106968.3671875,22006.904296875,105037.5703125,104025.6015625,127025.4375,77999.6171875
72.25,107025.140625,22006.87890625,105037.5,103998.6171875,127025.3203125,78025.2109375
72.5,107025.1171875,22006.87890625,105037.484375,103996.3359375,127025.203125,78025.1875
72.75,107025.8125,22001.95703125,105022.390625,104025.7734375,126958.2265625,78025.0703125
73.0,107025.2109375,21999.900390625,104995.875,104025.484375,127025.2734375,78025.2109375
73.25,107024.9453125,22006.880859375,105037.484375,104025.2890625,127024.875,78025.203125
73.5,107025.0234375,22006.8671875,105037.46875,104025.4765625,127025.015625,78025.203125
73.75,107968.0390625,23007.21484375,103036.875,105025.890625,127025.453125,76008.671875
74.0,107968.0390625,23007.21875,103036.8515625,105025.859375,127025.453125,75999.59375
74.25,108025.265625,23007.177734375,103036.671875,105025.53125,127025.09375,76024.3203125
74.5,108025.2890625,23007.19140625,103036.765625,105025.6796875,127025.015625,76024.5234375
74.75,108025.3125,23007.189453125,103036.765625,104996.21875,127025.0625,76024.5234375
75.0,108025.2265625,22999.90625,102995.953125,105025.5546875,127024.6953125,76024.53125
75.25,107972.71875,22966.1953125,102799.921875,104958.234375,126956.8515625,75895.15625
75.5,108025.1640625,23007.193359375,103036.765625,105025.53125,127024.8671875,76024.5625
75.75,111025.9453125,23007.181640625,96034.2734375,109026.703125,126024.8203125,73023.5859375
76.0,111025.2421875,23007.18359375,96034.3046875,109026.7265625,126024.75,73008.28125
76.25,110967.1640625,23007.220703125,96034.3515625,109026.84375,126025.2734375,72999.6328125
76.5,111025.9609375,23007.17578125,96034.2265625,109026.5703125,126024.796875,73023.5
