Node,Phase,Nominal_V,Min_V,Min_pu,Max_V,Max_pu,UnderVoltage,OverVoltage,WorstType,WorstVoltage_V,WorstSimHour,WorstWhen,RelevantLimit_V,ViolationMagnitude_V
634,A,277,280.982635498047,1.01437774548031,284.144592285156,1.02579275193197,0,0,NONE,NaN,NaN,N/A,NaN,0
634,B,277,282.300720214844,1.01913617406081,284.107025146484,1.02565713049272,0,0,NONE,NaN,NaN,N/A,NaN,0
634,C,277,282.463806152344,1.01972493195792,284.370483398438,1.02660824331566,0,0,NONE,NaN,NaN,N/A,NaN,0
611,C,2401,2310.64868164062,0.962369296809923,2454.93725585938,1.02246449640124,0,0,NONE,NaN,NaN,N/A,NaN,0
632,B,2401,2460.89331054688,1.02494515224776,2462.22338867188,1.02549912064635,0,0,NONE,NaN,NaN,N/A,NaN,0
632,A,2401,2460.89331054688,1.02494515224776,2462.22338867188,1.02549912064635,0,0,NONE,NaN,NaN,N/A,NaN,0
632,C,2401,2460.89331054688,1.02494515224776,2462.22338867188,1.02549912064635,0,0,NONE,NaN,NaN,N/A,NaN,0
633,A,2401,2457.27001953125,1.0234360764395,2462.55395507812,1.02563679928285,0,0,NONE,NaN,NaN,N/A,NaN,0
633,B,2401,2459.03491210938,1.02417114206971,2462.20458984375,1.02549129106362,0,0,NONE,NaN,NaN,N/A,NaN,0
633,C,2401,2459.49462890625,1.02436261095637,2462.47216796875,1.02560273551385,0,0,NONE,NaN,NaN,N/A,NaN,0
645,B,2401,2447.49487304688,1.0193647951049,2462.22338867188,1.02549912064635,0,0,NONE,NaN,NaN,N/A,NaN,0
645,C,2401,2457.58715820312,1.02356816251692,2463.20556640625,1.02590819092305,0,0,NONE,NaN,NaN,N/A,NaN,0
646,B,2401,2443.52319335938,1.01771061780899,2462.22338867188,1.02549912064635,0,0,NONE,NaN,NaN,N/A,NaN,0
646,C,2401,2454.2900390625,1.0221949350531,2464.25854492188,1.0263467492386,0,0,NONE,NaN,NaN,N/A,NaN,0
652,A,2401,2043.37329101562,0.851050933367607,2465.03833007812,1.02667152439739,1,0,UNDER,2043.37329101562,50,Day 3 02:00,2280.95,237.576708984375
671,A,2401,2055.67065429688,0.856172700665087,2465.04516601562,1.02667437151838,1,0,UNDER,2055.67065429688,50,Day 3 02:00,2280.95,225.279345703125
671,B,2401,2360.8994140625,0.983298381533736,2457.900390625,1.02369862166806,0,0,NONE,NaN,NaN,N/A,NaN,0
671,C,2401,2318.66137695312,0.965706529343242,2454.93725585938,1.02246449640124,0,0,NONE,NaN,NaN,N/A,NaN,0
675,A,2401,2041.16357421875,0.850130601507185,2465.04516601562,1.02667437151838,1,0,UNDER,2041.16357421875,50,Day 3 02:00,2280.95,239.78642578125
675,B,2401,2358.5712890625,0.982328733470429,2457.900390625,1.02369862166806,0,0,NONE,NaN,NaN,N/A,NaN,0
675,C,2401,2316.205078125,0.964683497761349,2454.93725585938,1.02246449640124,0,0,NONE,NaN,NaN,N/A,NaN,0
680,A,2401,2055.67065429688,0.856172700665087,2465.04516601562,1.02667437151838,1,0,UNDER,2055.67065429688,50,Day 3 02:00,2280.95,225.279345703125
680,B,2401,2360.8994140625,0.983298381533736,2457.900390625,1.02369862166806,0,0,NONE,NaN,NaN,N/A,NaN,0
680,C,2401,2318.66137695312,0.965706529343242,2454.93725585938,1.02246449640124,0,0,NONE,NaN,NaN,N/A,NaN,0
684,A,2401,2052.294921875,0.854766731309871,2465.04516601562,1.02667437151838,1,0,UNDER,2052.294921875,50,Day 3 02:00,2280.95,228.655078125
684,C,2401,2315.06616210938,0.964209147067628,2454.93725585938,1.02246449640124,0,0,NONE,NaN,NaN,N/A,NaN,0
692,A,2401,2055.67065429688,0.856172700665087,2465.04516601562,1.02667437151838,1,0,UNDER,2055.67065429688,50,Day 3 02:00,2280.95,225.279345703125
692,B,2401,2360.8994140625,0.983298381533736,2457.900390625,1.02369862166806,0,0,NONE,NaN,NaN,N/A,NaN,0
692,C,2401,2318.66137695312,0.965706529343242,2454.93725585938,1.02246449640124,0,0,NONE,NaN,NaN,N/A,NaN,0
